,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
32,the chordettes,carolina moon,1951,pop,moon shin shin wait moon pin pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon shin wait pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon,38,0.0016447368673235235,0.0016447368593093255,0.0016447368842930682,0.39749045045118614,0.0016447368809979397,0.0016447368569280528,0.001644736866802197,0.06620121160442552,0.0016447368656617627,0.09369901457013001,0.0016447368968196888,0.4179382701779092,0.0016447368536784922,0.0016447370148619765,0.001644736948966153,0.0016447368422511175,0.26567746128019065,0.6222598261672179,0.9889558122046308,0.0,0.05873866446826051,0.1110833491496431,night/time,0.9857142857142858
33,frankie laine,necessary evil,1951,pop,come motherfucker spit shit minutes chillin bitchin stuff frankly dont fuck intimate feel stuff feel like sit duck fuel cause theres weakness step fuckin bitch wanna test better caution extra warn mar yeah second horseman kill justify like family diss rest swaggin like rockstar limitless horrorcore bear mister death envy bitterness play rough fool piss presence perfect line spit sentence bless excrements holy shit endin want fight victim vengeance hook kill stone smother know flow super flow like fuckin know soul brother life like cover come punisher know gold hustlah pirate mafakka throath cutter know amazin controllin time space ancient mind razor rhyme alien laser eye cold roll dice crush glacier size fadin live high bitch think say straight think say clearly evil evil necessary prayers virgin diss hospital cemetary leave vast speculation quit rappin wack reputation write everyday lack termination education come motherfucker wanna packin chattin braggin demon rappin blastin smashin kickin jabbin peak game feel swaggin superrap flow little taste embrace feelin like waste greatest create dream replace fake reach overaged,173,0.0006265664553557712,0.24435807592459777,0.08356996555969803,0.0006265664626806047,0.013375426631690305,0.022181143291013162,0.0006265664293906773,0.10912897095858594,0.45898374120933244,0.000626566436615197,0.0006265664572703912,0.0006265664549804881,0.0006265664809273208,0.0006265664832809306,0.0006265664423323169,0.03258084237535422,0.5223654283548144,0.528728559341589,0.8524094903709745,0.0,0.40849134377576257,0.15312670425743025,obscene,0.9857142857142858
34,ghantasala,kanugona galano,1951,pop,work morning flight watch even burn away tear life leave trouble door leave know hold go leave strand grind hear heart music end learn away hear heart music end learn away maybe think think know know heart feel like garbo late night grande hotel live hold go leave strand grind hear heart music end learn away hold go leave strand grind hear heart music end learn away hear heart music end learn away,73,0.0007855459608217173,0.0007855460145639783,0.150690869353428,0.0007855460094298337,0.0007855459556829547,0.0007855460980037351,0.0007855460467441368,0.0901142312278355,0.0007855459846770268,0.17331061822109362,0.0007855460018675903,0.08510624789690309,0.0007855461484164477,0.0007855459879564928,0.4454687961567132,0.04509713905993533,0.46929492039423815,0.7456605902110094,0.9216866683601088,0.5819838056680161,0.611500412201154,0.6025901910049642,sadness,0.9857142857142858
36,les paul,the carioca,1951,pop,see carioca foxtrot polka little rhythm blue rhythm sigh meter tricky wicked wackywicky dance true dream carioca theme kiss sigh dream carioca music light go goodbye head better head dance begin arm lips carioca care polka realize blue hula bamboola tomorrow morning discover carioca lover dance true dream carioca theme kiss sigh dream carioca music light go say goodbye goodbye,60,0.0012531328465941718,0.0012531329593842221,0.08135973348824782,0.0012531328548620305,0.0012531328372752041,0.030950545110182432,0.3845678800840667,0.001253132959681533,0.0012531329531298015,0.11192240474070576,0.0012531329208547637,0.27050651738742854,0.0012531328399449208,0.0012531328444787043,0.0012531328593601363,0.04928471086140505,0.5505252897216506,0.6824090454580416,0.4959834297022387,0.5040485829959515,0.8495465787304204,0.6426314815838092,romantic,0.9857142857142858
37,les paul,chicken reel,1951,pop,hahaha alright yeah alright even shoot complain things go want clich� life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna thing dreamer think uncool preach better life learn school life live come life life easy tough life easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna things right need fighta life nicea elders polite hurt forget smile nation small good reward unite stand divide fall smile face greet life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face alright world better place smile face whatcha gonna whatcha gonna smile face yeah world better place smile face whatcha gonna whatcha gonna smile face smile world better place smile face yeah whatcha gonna whatcha gonna people smile hate screw lot happiness rasta know wish coulda come jamaica honolulu smile face good smile smile fine know vibes smile give inside smile look beautiful like come haha dimple cute hahaha happiness zeen smile,199,0.00034855352275379477,0.018417243999769038,0.3918787086344464,0.00034855351158604,0.02573724458875646,0.0003485535069821147,0.00034855351059481825,0.00034855352573261075,0.000348553524416369,0.00034855352025935397,0.0003485535201363461,0.00034855352616326935,0.00034855351736078787,0.2946503844236732,0.034922425345002624,0.02608421311449935,0.6360879454131919,0.6403353588185523,0.48393522483456314,0.7914979757085021,0.7454657873042043,0.5215065775828034,world/life,0.9857142857142858
40,les paul,blue skies,1951,pop,blue sky smile blue sky bluebirds sing song bluebirds long shin bright things go right notice days hurry blue days go blue sky blue sky smile blue sky shin bright things go right notice days hurry blue days go blue sky blue sky,43,0.0013850415574329054,0.001385041553937035,0.0013850416964350466,0.06550661481573684,0.0013850415645627182,0.0013850415547668144,0.0013850415665896208,0.0013850416501921632,0.0013850415616596182,0.6006329459604957,0.001385041581262732,0.24915368937584695,0.0013850415512466137,0.0013850416174563244,0.0013850415733388836,0.06393112616405651,0.6350048738221598,0.6048765479578493,0.9919678634215497,0.847165991902834,0.46207749381698277,0.2842619309031472,music,0.9857142857142858
44,les paul,dark eyes,1951,pop,light bright dark shit backstage alright cause tons trays tons smoke cars tons pain slice skin break heart religion second highs like badminton bathrooms hide flask bag good girls act kill hardly stronger single hour pass feel longer yeah hour glass pour grain get smaller drink come quicker star smoke cloud look like autumn tree pretty color black thoughts eye bloodshot music note know feel skin lick feel high kill drink girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death feel feel motto take pills real need slow life like time lapse drug run time pass tell fuck need help young live life seat belt middle ocean pick seashells give detail live hell doubt time fuck feet fell california bear raise single female surf guess email tell stop need swear know felt pain pain killers wash away rain rain fall spot get go shoot maybe heart stop girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death,182,0.00035803795918433993,0.3781187914066113,0.03093421121810617,0.00035803798965360604,0.025127184888346726,0.0003580379682560033,0.03253432436191869,0.019480574101471988,0.09372454654808124,0.00035803799000421697,0.13555150383470232,0.05895109008592597,0.00035803797852695376,0.08499433349111651,0.06682182705274003,0.043335426063204265,0.6025127260911947,0.5772376483860215,0.9929718804938561,0.8744939271255062,0.6094394064303379,0.29126915675444515,violence,0.9857142857142858
53,asha bhosle,kotha mukunda,1952,pop,wander garden fence say bring great expense potion guarantee bring relief suffer say exist grasp firmly wrist throw strap torture rack argument mind bend course devious torment worse say speak voice weak tongue blame maybe speak shame brain idle think hasten reply like fool believe think somebody leave,48,0.0020242915369326525,0.4323963105509871,0.0020242916213149675,0.0020242915570853094,0.002024291510049883,0.0020242915200863066,0.002024291518860039,0.4635940269865534,0.002024291618156413,0.0020242916914154645,0.0020242915947801332,0.0020242915480145926,0.03248903355171495,0.002024291670086632,0.0020242916292307488,0.04115625537039613,0.37939997833856826,0.5420608671127861,0.9849397439154056,0.5728744939271255,0.4332234130255565,0.2882660599610318,violence,0.9714285714285714
54,asha bhosle,awaz deta hai sola ka din,1952,pop,easier bitch leave happier face upstairs agonna stomp shout door gonna throw laundry hold shotgun dosido want cyrano easier bitch go little miss little miss little miss wrong little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs people thoughts handmedowns simply turn cook nice brain surgery mama awith monkey wrench little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs yeah wrong wrong wrong wrong wrong cigarettes gonna cough hear song piss fine dollar ninetynine little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs little miss little miss little miss little miss wrong wrong wrong wrong little miss little miss little miss little miss wrong wrong little miss little miss little miss little miss wrong yeah,148,0.0004314063899894701,0.031303771468331965,0.00043140640089041056,0.00043140641125103,0.01690599066470645,0.30960021975293467,0.005947658109787887,0.00043140641752537404,0.055846990437296226,0.07220889304049678,0.0004314064075383198,0.0004314064176535885,0.00043140647294475753,0.00043140643292349746,0.0004314064185449645,0.4264571683737991,0.4996209249431388,0.6737430454067636,0.9969879487830812,0.0005789473684210527,0.703215169002473,0.24021651126641788,feelings,0.9714285714285714
56,mohammed rafi,jahan men log sachhe ashikon ko,1952,pop,park bag pack kind heart look comfortable glow porch word come undo face ghost decide inside burn need kill breathe hold hand search breath leave hop someday breathe breathe open secrets truth distance shelter come view hang head break heart build tear apart burden anymore need kill breathe hold hand search breath leave hop someday breathe hurt want hurt go need kill breathe hold hand search breath leave hop someday breathe breathe need kill breathe hold hand search breath leave hop someday breathe breathe,84,0.0006925208125731842,0.3928207515486527,0.0006925208282998196,0.0006925207840428316,0.04383199398424633,0.000692520807989748,0.07065042299774629,0.0006925208068962276,0.0006925207868881788,0.00069252078862852,0.0006925208086514925,0.03329519453065266,0.0006925207839415618,0.0006925208131806779,0.43535072252811985,0.0006925208180369634,0.5407776454023612,0.6615132169320308,0.9869477780600182,0.0,0.598103874690849,0.25222889844007135,sadness,0.9714285714285714
57,ghantasala,avanee nee pathi,1952,pop,feel take moment feel force veiny point tear hold point point clean stable face stay face fact fine say fine remember head manna hell drug need little think take like grow cry pavement hop face hear thing say couple days seat shake ask felt alright want hear truth want hear voice sound fine voice sound fine feel heartbeat take moment sleep alright veiny selfish fear restless night restless night blood sober feel audible crack tell curtain hang neck realize perfect teeth rip head look like paint know thoughts tire leak intact pray think angels end ambulances lord show dream daughter cry inside stomach felt,104,0.0006265664209447881,0.33636487316408026,0.11028796025035596,0.050450745479294866,0.0006265664544209652,0.03171844303657339,0.0006265664803475756,0.13830556995641005,0.0006265664417894562,0.000626566476656074,0.05481345363326968,0.0006265665176230608,0.026879997433244377,0.12843205594765322,0.059251737597438445,0.03760276616827056,0.3631539044730857,0.4717329436197215,0.9668674366138923,0.23582995951417005,0.4208573784006597,0.34332283450694345,violence,0.9714285714285714
58,ghantasala,ee jagamantha natika,1952,pop,know baby hang touch weak strong know cope down stay need roses right arm sweet thorns know touch weak strong know cope down stay need touch weak strong know cope down stay need touch weak strong know cope down stay need,41,0.03850937351732521,0.0016447369552823113,0.0016447368845851353,0.1292796239070506,0.1038378426375705,0.0016447368493433627,0.3934706726152527,0.2642688521807501,0.0016447368831260002,0.001644736853609873,0.0016447368982563646,0.0016447368505038552,0.001644736892707145,0.0016447368604647985,0.0016447369413595053,0.04925205572767543,0.44005198743636953,0.6060046663077199,0.9789156414815678,0.0007763157894736842,0.7949299258037923,0.3993806413173263,romantic,0.9714285714285714
62,les paul,smoke rings,1952,pop,tell smoke ring blow night circle blue white picture dream fade phantom parade care away night blow blow silky little ring little smoke ring care away night blow blow silky little ring little smoke ring,35,0.0016447368627256452,0.0016447369484838565,0.0016447368910726824,0.001644736975207192,0.0016447368427264105,0.15466812871130248,0.0016447368909899996,0.0016447370110523848,0.1285303907335883,0.36530280141437466,0.0016447369674675721,0.2567574123604428,0.0016447368621778382,0.0016447369001003794,0.07171495018395783,0.0016447368422015205,0.4324704862991444,0.6653077968361407,0.8875500879016948,0.0001548582995951417,0.24258037922506184,0.3763568992344905,music,0.9714285714285714
64,mukesh,hum tujhse mohabbat kar ke,1952,pop,fly high sing good bring sing like brother tell wanna cause wanna sing song wanna arm night long wanna know wanna peaceful feelin home summer thunder moonbright days northern light sky ablaze bring lover sing silver wing fiery trail sing bring wanna sing wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna peaceful feelin home,73,0.0008097166175746178,0.0008097166046662547,0.0008097166167235987,0.0008097166843995103,0.0008097166049102027,0.017869248590606415,0.07487328453591932,0.033341338706601276,0.0008097166427865902,0.38372096978687453,0.0008097166154401507,0.144411369410067,0.0008097166198374362,0.0008097166577309563,0.0008097166098624282,0.08315177688466052,0.701072240875122,0.7070738148347562,0.8614456440217311,0.004838056680161943,0.6001648804616652,0.19917418842310186,music,0.9714285714285714
65,lata mangeshkar,paas nahin aaiye haath na lagaiye,1952,pop,letter straight heart near apart night write memorize line kiss sign darling read right start letter straight heart,18,0.0029239766187263553,0.0029239767756791464,0.0029239766289101406,0.31965688534478254,0.0029239766135630944,0.002923976608189487,0.17635420464092685,0.0029239766815739,0.002923976864188778,0.26038375354278354,0.002923976717150673,0.002923976642066321,0.0029239766304112883,0.0029239766225273686,0.19974550662228466,0.002923976608563049,0.4487165601646269,0.6552316488475245,0.7660640221526328,0.0,0.8588211046990931,0.5415272228722259,night/time,0.9714285714285714
66,lata mangeshkar,main na janoon,1952,pop,watch sunrise tropic isle pyramid nile remember darlin belong market place algiers send photograph souvenirs remember dream appear belong maybe lonesome blue ocean silver plane jungle rain remember home belong ocean silver plane jungle rain remember home belong,38,0.04505231034349205,0.0021052631732147503,0.00210526338748282,0.0021052632125970793,0.002105263157895018,0.002105263164115214,0.0021052632694200453,0.046167708399939895,0.0021052631873974864,0.5557323970856449,0.002105263204922139,0.2603666490606726,0.0021052632299654516,0.002105263163065635,0.002105263238916139,0.002105263157913736,0.6100942272284199,0.6140296900238442,0.9528111976016042,0.9230769230769231,0.9144682605111293,0.3353145763911745,music,0.9714285714285714
68,asha bhosle,gullyachi shapath,1952,pop,fuck fuck fuck rise fuck bitch know power face fuckin cowards wanna disembowel hour home smoke joint beat shower dispose evidence couple downers know know friends high drink drive innocent fool smile cause punk blow block nigga motherfucker fuck motherfucker punk bitch punk motherfucker motherfucker motherfucker motherfucker high motherfucker high motherfucker high ride motherfucker motherfuckin meet park pussy semper ready fight amendment right guarantee regardless shit like night grab spit shit spite push button fuck recite poems mean shed light hypocrites sodomites incite riot twilight zone tonight cause fuck shut fuck straight punk blow block fuck life cold hell control insecure know fuck immature try grow hydro power bring twin tower gather qaeda cowards burn hell deserve know fuck brother berg shut fuck straight punk blow block,127,0.0006925207939982849,0.040706090354753026,0.0006925208353350481,0.028726069064527487,0.0006925207828669371,0.0006925208072249268,0.000692520790547872,0.0006925208307885103,0.68816714613735,0.0006925208519285359,0.0649381326340653,0.12256903576404697,0.0006925207955864903,0.0006925208049075557,0.0006925208003404243,0.000692520777406437,0.7768872522473736,0.6233366664102761,0.985943760987712,0.029149797570850202,0.9412613355317395,0.45243535133429585,obscene,0.9714285714285714
70,lata mangeshkar,judai ki khabar hoti agar,1952,pop,fame fruit tree unsound flourish stock grind fame time fly die forget remember update ruin outdated style life memory happen long theatre sadness long forget easy stop wonder wonder safe womb everlasting night darkness brightest light safe place deep earth know truly forget remember update ruin outdated style fame fruit tree unsound flourish stock grind fame time fly die fruit tree fruit tree know rain worry stand stare go fruit tree fruit tree open eye year know go,78,0.0010319917604988897,0.0010319918465526766,0.362443413484975,0.05670060655088798,0.0010319917491290137,0.0010319918713025701,0.00103199175650853,0.05893344709737166,0.04366022247077685,0.0010319917928892659,0.0010319918027053136,0.4074683287930781,0.0010319918190769565,0.0010319918065703204,0.0010319918387979546,0.02956713944208563,0.4357197010722409,0.5248057841704483,0.9989959829276938,0.6487854251012145,0.22918384171475684,0.1821566399270928,world/life,0.9714285714285714
73,lata mangeshkar,maagata maagata janm gele,1953,pop,help weakness hear drifter carry courtroom take away hasn pleasant time long know wrong judge cast robe aside tear come fail understand say outside crowd stir hear door inside judge step jury cry stop curse jury cry attendant nurse trial time worse bolt lightning strike courthouse shape rybody kneel pray drifter escape,52,0.0019493178945871373,0.33902311670553104,0.0019493178112156763,0.12078950208288637,0.0019493177466233674,0.0019493179732609227,0.0019493177591935673,0.17357101089110016,0.001949317787858146,0.0019493179278577374,0.0019493178451949413,0.001949317788575128,0.0019493177809977904,0.0019493177437665858,0.2977878008958245,0.0019493177519303718,0.3848153362937291,0.5545727251749865,0.9819276926984867,0.694331983805668,0.4023083264633141,0.2842619309031472,violence,0.9571428571428572
74,lata mangeshkar,chupke chupke (from ''paying guest''),1953,pop,choice life freedom voice government care health cigarettes liquor shelf propaganda feed hungry beast government best govern choice people voice anslinger shady lie congress say marijuana kill hemp fibers threaten paper mill,32,0.004048583017592195,0.38372525689193904,0.0559990660170983,0.004048583002924985,0.00404858300994469,0.0040485830505488755,0.004048583022629403,0.2357325488378189,0.004048583247411498,0.004048583292537531,0.004048583236058584,0.004048583019244497,0.26381438230984255,0.004048583015357596,0.004048583034010633,0.0040485829960386025,0.5862666522257122,0.7371997025869804,0.8022086367556596,2.105263157894737e-05,0.6795136026380872,0.4914756096486696,violence,0.9571428571428572
75,asha bhosle,chahe kitna mujhe tum bulao ji,1953,pop,hadn lonely awake wonder wide world save give lonely heart demand cupid take hand hadn,15,0.004385964919925108,0.004385965287515048,0.3388906036848872,0.004385964997917544,0.004385964914139511,0.004385964972274053,0.004385966019050028,0.004385965040039204,0.004385964993530142,0.004385964942369099,0.0043859651430547255,0.004385965180064659,0.004385965127542176,0.0043859649474850574,0.5865479901385906,0.004385964912733725,0.5418607169933933,0.564341204522729,0.9939758975661623,0.036336032388663966,0.8433635614179721,0.2051803820099286,sadness,0.9571428571428572
77,asha bhosle,tu bol na bol,1953,pop,touch lips spark fly devil lips know lie danger flame grow higher know surrender kiss like torch soul burn road return burn turn ash world crash kiss resist good try good deny desire kiss heart completely slave slave want pity pity lips lips borrow tonight devil tomorrow know kiss doom consume kiss resist good try good deny desire kiss heart completely slave slave want pity pity lips lips borrow tonight devil tomorrow know kiss doom consume kiss aaah burn,79,0.0009746588782047845,0.1097665950668667,0.08210257577704776,0.04750429887042596,0.0009746588724530549,0.0009746588746494736,0.3595582734572387,0.08461826991903738,0.0009746588909740116,0.0009746588738647519,0.00097465896665973,0.190711502957831,0.0009746588797616854,0.0009746589400827318,0.0009746589182646171,0.0782550757391993,0.5104516408534604,0.6260031279645155,0.9759035902646489,0.015587044534412956,0.8052349546578731,0.5044890290867943,romantic,0.9571428571428572
80,mukesh,raat andheri door savera,1953,pop,time feelin good time stoppin time livin high dust smilin onward thoughts away home travelin time settle satisfy wanderlust roam know havin good days gonna future look brighter past feel need worry reason memories remind maybe road life shin point diggin cities land extend welcome hand till morning time know havin good days gonna future look brighter past feel need worry reason memories remind maybe road life yeah yeah yeah yeah maybe road life road life yeah yeah yeah yeah yeah yeah yeah,83,0.0007518797169625767,0.0007518797300710806,0.41477242258318714,0.0007518797618669503,0.20494027450697636,0.0007518797945370409,0.0007518797274331403,0.09527701612899057,0.0007518797249778838,0.000751879755802661,0.10825414622834201,0.03757553401743093,0.0007518798254029143,0.0007518797311692155,0.0007518797655112892,0.0991347328896055,0.48987328062384927,0.38589339281593726,0.9879517951323247,0.11639676113360324,0.39097279472382523,0.15012360746401687,world/life,0.9571428571428572
84,ghantasala,thunintha pin,1953,pop,rebel runner signal turn green restless young romantic want machine problem poison know cure clean systems nature pure learn match beat world learn catch heat world mistake learn mend mess make know right young choose world weak lose world radio receiver tune factories farm writer ranger young bear arm problem power weapons patrol walk fine line selfcontrol try save world try pave world concern yesterday know constant change today know right weak choose wise world fool lose world learn match beat world learn catch heat world world,87,0.0008771929915659914,0.0008771930635766536,0.4213088077671624,0.05773234860980831,0.0008771929880687945,0.0008771929873025952,0.01933393427166747,0.18132392850136214,0.0008771930290968345,0.0345828154338273,0.0008771930609518322,0.024780211413219632,0.1379589019267674,0.0008771930399437868,0.0008771930570810114,0.000877192985663736,0.3404094010614102,0.6407455836730507,0.881525985467857,0.019635627530364373,0.6609645507007419,0.4754590934171316,world/life,0.9571428571428572
