analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid
b'',24687,0.4199431484349393,0.33080635685585685,b'ARIG6O41187B988BDD',37.16793,b'United States',-95.84502,b'9f6413ef-4320-4833-87be-3ad1d3bf238f',b'Richard Souther',18135,b'',0,0,b'Cross Currents',149958,0.3347065490692206,b'SOUQQEA12A8C134B1B',b'High Tide',1560940
b'',248913,0.3632805711099885,0.30667609347902947,b'AR1ZHYZ1187FB3C717',,b'',,b'762e2728-f093-4548-8f36-f4580d83e207',b'Faiz Ali Faiz',-1,b'',0,0,b'Panjtan Ka Ghulam',535188,,b'SOILPQQ12AB017E82A',b'Sohna Nee Sohna Data',5916675
b'',1396,0.7071997638379363,0.5134632897021558,b'ARYKCQI1187FB3B18F',,b'',,b'eeacb319-8d4c-48e0-80a0-944e71c375bf',b'Tesla',7536,b'',0,0,b'Gold',372309,0.6841361912294903,b'SOXLBJT12A8C140925',b'Caught In A Dream',4143071
b'',399889,0.32031437017067216,0.0,b'ARNPAGP1241B9C7FD4',,b'',,b'',b'lextrical',-1,b'',0,0,b'Whatever Happened To Boredom?',541101,0.0,b'SOZVMJI12AB01808AF',b'Synthetic Dream',5991843
b'',34818,0.39413853984589253,0.29153972708877773,b'ARQGYP71187FB44566',34.31109,"b'Mineola, AR'",-94.02978,b'0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277',b'Jimmy Wakely',156926,b'',0,0,b'1942-1952 Jimmy Wakely',605134,,b'SOWTBJW12AC468AC6E',b'Broken-Down Merry-Go-Round',6721979
b'',185559,0.4898162689820407,0.3285530150180186,b'ARI3BMM1187FB4255E',38.8991,b'Washington',-77.029,b'c5bca5a8-1357-4f4c-8544-b36c814ff6d6',b'Alice Stuart',-1,b'',0,0,b'All The Good Times',239740,0.0,b'SOBEBDG12A58A76D60',b'Kassie Jones',3006504
b'',69720,0.6774204652262298,0.37825468551016656,b'AR5KOSW1187FB35FF4',49.80388,b'Dubai UAE',15.47491,b'd3cc4c24-1b5b-4d71-bcc9-1940e0e3e9d3',b'Elena',34776,b'',0,0,b'Un cafe_ setanta matins',386995,0.3135621142479342,b'SOZCTXZ12AB0182364',b'Setanta matins',4292004
b'',82239,0.839962768151037,0.5418889720336469,b'ARMAC4T1187FB3FA4C',40.82624,"b'Morris Plains, NJ'",-74.47995,b'1bc41dff-5397-4c53-bb50-469d2c277197',b'The Dillinger Escape Plan',11414,b'',0,0,b'Miss Machine',223365,0.6665278462297023,b'SOBBUGU12A8C13E95D',b'Setting Fire to Sleeping Giants',2439720
b'',36525,0.43541581815506936,0.3062422642462862,b'AR47JEX1187B995D81',37.83721,"b'Nevada, MO'",-94.35868,b'7994b392-4b14-4b06-b591-fd8b0ad65338',b'SUE THOMPSON',-1,b'',0,0,b'Sue Thompson - Her Very Best',652784,0.4952936212921635,b'SOBLGCN12AB0183212',b'James (Hold The Ladder Steady)',7232396
b'',14773,0.6090637000310501,0.3636513650591166,b'ARGIWFO1187B9B55B7',,b'',,b'34f4bdc2-ed51-44da-af51-7e507d9d4721',b'Five Bolt Main',-1,b'',0,0,b'Live',45730,0.37598430150044215,b'SOPSWQW12A6D4F8781',b'Made Like This (Live)',488005
b'',242273,0.5505136978482137,0.42270564102939107,b'ARNTLGG11E2835DDB9',,b'',,b'4d96f7d0-2f0e-4e92-ba70-a405f96f8cec',b'Clp',-1,b'',0,0,b'Strictly Confidential',672016,,b'SOZQDIU12A58A7BCF6',b'Superconfidential',7448953
b'',14504,0.4597971288376104,0.3499126116745628,b'ARDNS031187B9924F0',32.67828,b'Georgia',-83.22295,b'e29641cc-3658-4886-89d7-3a146d2d3d75',b'Tim Wilson',7570,b'',0,0,b'The Real Twang Thang',160881,,b'SONYPOM12A8C13B2D7',b'I Think My Wife Is Running Around On Me (Taco Hell)',1699837
b'',15815,0.5888271005018058,0.3796711247498673,b'AROUOZZ1187B9ABE51',40.79195,"b'New York, NY [Spanish Harlem]'",-73.94512,b'dadec058-023e-498a-b1c7-776d03cc88ce',b'Willie Bobo',-1,b'',0,0,"b""Willie Bobo's Finest Hour""",59744,,b'SOBZBAZ12A6D4F8742',b'Spanish Grease',618725
b'',28882,0.3964552539172961,0.2992303679293693,b'ARH4Z031187B9A71F2',40.73197,"b'Newark, NJ'",-74.17418,b'8f2974e0-3647-48f6-86f8-603a2c5f31ae',b'Faye Adams',70806,b'',0,0,b'Shake A Hand',373723,0.0,b'SOVYKGO12AB0187199',b'Crazy Mixed Up World',5660441
b'',9947,0.7068276713044582,0.4161730646266773,b'ARB29H41187B98F0EF',41.88415,b'Chicago',-87.63241,b'44fd61e1-119c-479e-8301-8ac5c77148bf',b'Terry Callier',43725,b'',0,0,b'Occasional Rain',228326,0.4137398358601097,b'SOGNCJP12A58A80271',b'Do You Finally Need A Friend',2503960
b'',343187,0.5605579839038146,0.45278947675222264,b'AR1Y2PT1187FB5B9CE',27.94017,b'Brandon',-82.32547,b'84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab',b'John Wesley',-1,b'',0,0,b'The Emperor Falls',463514,0.3775316449767025,b'SOLLHMX12AB01846DC',b'The Emperor Falls',5158927
b'',14045,0.6408071019636729,0.4182165181949368,b'ARAJPHH1187FB5566A',40.7038,"b'Queens, NY'",-73.83168,b'91d01e5f-252d-469d-a16a-12c613e48e5d',b'The Shangri-Las',2995,b'',0,0,b'Best of The Shangri-Las',643400,0.4432913119053975,b'SOYTPEP12AB0180E7B',b'Twist and Shout',7133415
b'',16838,0.5237146369702328,0.3846110839616365,b'AR0RCMP1187FB3F427',30.08615,"b'Beaumont, TX'",-94.10158,b'615d51ca-3d06-43dc-b956-4d76099f4b5e',b'Billie Jo Spears',56462,b'',0,0,b'20 Of Her Best',663761,0.0,b'SOGXHEG12AB018653E',b'It Makes No Difference Now',7357260
b'',9222,0.7936050803712417,0.42631795640769016,b'AREBBGV1187FB523D2',,"b'Houston, TX'",,b'7685015d-bd3b-4888-9020-3288c421cc9f',"b""Mike Jones (Featuring CJ_ Mello & Lil' Bran)""",2567,b'',0,0,b'Who Is Mike Jones?',12882,,b'SOOLYAZ12A6701F4A6',b'Laws Patrolling (Album Version)',133966
b'',107468,0.5015447771039371,0.39273367554668775,b'ARGUVEV1187B98BA17',,b'',,b'017f5df4-c30c-4799-95f7-997bd5b88df7',b'Sierra Maestra',185183,b'',0,0,b'Tibiri Tabara',270281,,b'SOGOSOV12AF72A285E',b'\xc2\xbfD\xc3\xb3nde va Chichi?',3003122
b'',16860,0.8093237930019529,0.48801984168567314,b'ARPQ4Z01187FB3A736',29.42449,"b'San Antonio, TX'",-98.49462,b'2339bc21-aa92-4850-86f0-4bb9433910c8',b'Butthole Surfers',110955,b'',0,0,b'Piouhgd + Widowermaker!',244586,0.593943075901947,b'SOJXVAH12A8C139700',"b'Barking Dogs (From ""Piouhgd"")'",2788206
b'',45784,0.632559542284651,0.41168895978577885,b'ARNQAVF11F4C844C04',,b'',,b'',b'Despina Vandi',447,b'',0,0,b'Profities',157648,,b'SOVXMTN12A8C135A18',b'OUTE ENA EFHARISTO',1658618
b'',34461,0.5975412179723806,0.38265197113973687,b'ARXUT4W1187FB48BEB',,b'',,b'e927aaaa-323e-4f90-952d-b420212191b2',b'Javier Navarrete',-1,b'',0,0,b'Cracks',644631,0.3943948561005826,b'SORSECL12AB0182267',b'Midnight Swim',7143933
b'',125706,0.49544592177023467,0.294861261887382,b'ARDD1RC1187B9B52B4',,b'',,b'5665cefe-8f12-4328-b66b-2f62644be484',b'Jacob Young',-1,b'',0,0,b'Pieces Of Time',730551,0.0,b'SOOGFBZ12AC3DF7FF2',b'In A Subtle Way',8093189
b'',527722,0.5278650761586818,0.3931219335710068,b'ARLGWFM1187FB4AC9F',34.05349,b'California - LA',-118.24532,b'575122b0-bdba-442d-891c-8a8b2999aa98',"b""Scarlet's Remains""",-1,b'',0,0,b'The Palest Grey',709879,0.450992311636255,b'SOMSBGZ12AB018C4CB',b'Spin',7872290
b'',240277,0.6686745328613157,0.4675384440100101,b'ARWYVP51187B98C516',42.33168,"b'Detroit, MI'",-83.04792,b'c6d2cbdf-30e7-4233-a1b4-e892f116ada1',b'The Suicide Machines',-1,b'',0,0,b'A Match & Some Gasoline',706005,0.5287824809425877,b'SONYRZV12AB018AF70',b'Burning In The Aftermath',7830058
b'',522,0.8148296561331122,0.7357656929506414,b'ARFCUN31187B9AD578',51.50632,"b'London, England'",-0.12714,b'b071f9fa-14b0-4217-8e97-eb41da73f598',b'The Rolling Stones',10490,b'',0,0,"b""Jump Back - The Best Of The Rolling Stones_ '71-'93""",42595,0.8344926198909054,b'SONQBUB12A6D4F8ED0',b'Angie (1993 Digital Remaster)',453879
b'',176139,0.4823560425909108,0.3500785789894733,b'AR6YDKV1187B989230',,b'',,b'a3bbee3c-ef45-43e7-bf4f-ba0f871ea716',b'Roberto Torres',-1,b'',0,0,b'Lo Mejor con La Orq. Broadway',782470,0.0,b'SOHGKJW12AC468A8BD',b'Sabor Guajiro',8653966
b'',16308,0.6610801676039384,0.4427658420289504,b'ARV1JVD1187B9AD195',35.91463,"b'Chapel Hill, NC'",-79.05661,b'3ddc1fe4-0abb-4af0-9392-e36720386842',b'Loudon Wainwright III',14418,b'',0,0,b'Grown Man',28723,0.5101193140330347,b'SOINBCU12A6D4F94C0',b'Human Cannonball',315300
b'',6186,0.7011808736075507,0.4666288889016846,b'AR7TTS41187B9B42D3',34.36401,"b'Oxford, MS'",-89.51877,b'355eed00-6c40-4d33-940a-600b2597407a',b'R.L. Burnside',26588,b'',0,0,b'A Bothered Mind',557761,0.48213758506501503,b'SOTWVQT12A58A79650',b'Glory Be',6169318
b'',48814,0.7337989404362274,0.544257505724526,b'ART3O5Z1187B9AB043',32.77815,"b'Dallas, TX'",-96.7954,b'f5426431-f490-4678-ad44-a75c71097bb4',b'Stevie Ray Vaughan',9729,b'',0,0,b'Greatest Hits',417945,,b'SOTSEJY12AB0180F56',b'Crossfire',4659073
b'',39546,0.5906929179471623,0.45281783769711387,b'AR5U94U1187FB5CDCF',,b'',,b'd83e599c-2d5a-44ec-b727-587e1455b1b5',b'John Hammond',7350,b'',0,0,b'Bluesman',575531,,b'SOTSETT12AB01863B8',"b""I Can't Be Satisfied""",6378564
b'',48409,0.6653221619060184,0.3942171989010042,b'ARRJNTE1187FB44E12',,b'',,b'73d882c7-1146-4012-a61b-a3b2c11fce2f',b'Casiotone For The Painfully Alone',-1,b'',0,0,b'Etiquette',234425,0.7858922883883538,b'SOTUNMH12A6D4FA3E6',b'Nashville Parthenon',2573759
b'',7171,0.5040756699303163,0.3345773601190987,b'AR6IRG41187B9A4D98',52.51607,"b'Berlin, Germany'",13.37698,b'168e3ccd-91f5-480c-970a-b35171c71164',b'Ec8or',-1,b'',0,0,b'Ec8or',505301,,b'SOEPPKB12AB018418B',b'Cocain Ducks',5591305
b'',24313,0.717670524728552,0.4793084593382274,b'ARS1OWB1187B99EEAD',,"b'New York, NY'",,b'1b96b9c9-0832-40cb-9f8d-7274de3733fc',b'The New York Dolls',5379,b'',0,0,b'Too Much Too Soon',74655,0.5616924111789523,b'SOGKIWV12A6D4F86C4',b'Human Being',770031
b'',2800,0.6697261875661445,0.42791424698295477,b'ARGMXQW1187FB54C34',-23.56287,"b'Sao Paulo, Brazil'",-46.65466,b'9974cbc1-6a00-4a97-8a36-e4a25bfe0293',b'Eliane Elias',14229,b'',0,0,b'Bossa Nova Stories',322532,0.4348380902608562,b'SOPHYIS12AAF3B35A3',b'The More I See You',3635000
b'',10275,0.5697411522818971,0.41224060053560735,b'AROEL1B1187B988B90',,"b'South Jamaica, Queens'",,b'8b70d4d9-b3d3-4a99-8a95-96ee59f12140',b'Lost Boyz',-1,b'',0,0,b'Love_ Peace & Nappiness',14592,0.4051157216913865,b'SOFHBAR12A6701D0FE',b'Certain Things We Do',151792
b'',104787,0.6400483571565447,0.40439264015477133,b'AR8W8DN1187FB35ED0',34.05349,"b'Los Angeles, CA'",-118.24532,b'42c4b58d-2e28-41d4-bfe5-4edee68386cf',b'The Germs',-1,b'',0,0,b'Germicide',515081,,b'SOCPRKM12AB018A2FD',b'Forming',5714272
b'',264183,0.3977728757878008,0.38347574490669173,b'ARUWLCL1187FB549B8',,b'',,b'b0288f97-71d3-4fa2-8379-e482c4d97e95',b'Yamandu Costa',147394,b'',0,0,b'Mafu\xc3\xa1',765750,,b'SOFGHAM12AB0186412',b'Mafu\xc3\xa1',8478956
b'',4010,0.643182772912233,0.500691340913453,b'AR3793X1187FB50CB3',,"b'Middlesbrough, England'",,b'c707b37e-cb5c-4694-be4d-46beefcb2475',b'Chris Rea',-1,b'',0,0,b'The Road To Hell Part 2',17220,0.767727748373397,b'SODHVES12A6701CE6B',b'Driving Home For Christmas',183976
b'',364953,0.4114210482617737,0.3384148184832545,b'ARINEWW1187FB5577E',,b'',,b'2f3532b3-febc-4ab2-8f97-fbeebbaa1fe7',b'Perrey And Kingsley',-1,b'',0,0,b'Vanguard Visionaries',617077,0.4348380902608562,b'SOXIATP12AAF3B2184',b'Spooks In Space',6856216
b'',3041,0.7510076200369779,0.5236990777653908,b'ARDGB6U1187FB3AD07',51.50632,"b'London, England'",-0.12714,b'b4d32cff-f19e-455f-86c4-f347d824ca61',b'Eurythmics',576,b'',0,0,b'Be Yourself Tonight',278999,0.38293509007501925,b'SOGNQWU12A8AE4868F',b'Tous Les Gar\xc3\xa7ons Et Les Filles',3107981
b'',13801,0.548585130198109,0.3835242473277272,b'AR2J2WF1187FB46271',54.48303,"b'Egremont, Cumbria, England'",-3.53444,b'211256ad-1a39-4bb9-a216-24a2d985343e',b'Francis Dunnery',42151,b'',0,0,b'Hometown 2001',19601,0.6104742577715245,b'SOYQOFI12A6D4F76E1',b'Too Much Saturn',205540
b'',10249,0.7493178009614533,0.48165586241245567,b'ARUI8651187B9ACF52',,"b'Garnant, Wales'",,b'72c090b6-a68e-4cb9-b330-85278681a714',b'John Cale',17190,b'',0,0,b'Eat / Kiss: Music For The Films By Andy Warhol',38599,0.2265553139555314,b'SOVOLGY12A6D4F822B',b'Movement 4 [from Kiss] (Album Version)',413033
b'',1647,0.6319466659983671,0.3807045358244573,b'AR89DTT1187B9A7ED5',37.77916,b'California - SF',-122.42005,b'2ce96399-f6da-439f-af3a-f319ebe2074c',b'Suzanne Ciani',22282,b'',0,0,b'The Ultimate Most Relaxing New Age Piano in the Universe',619882,0.4159831182884585,b'SOMZCVH12AB0182B8E',b'Stream',6885148
b'',142898,0.6539378209700205,0.3968558693253486,b'ARMD0G81187B99A519',,b'',,b'378125ec-fd93-4920-87f0-0ab145c2db88',b'Vickie Winans',8019,b'',0,0,b'Classic Gold: Best of All',618615,,b'SONXJBL12AAF3B2C0C',b'Make Me Over',6871078
b'',373578,0.6683706115518646,0.45755390983649336,b'AR0VZWC1187B99BA57',-37.81753,"b'Melbourne, Australia'",144.96715,b'c064d097-4a1e-4e81-bd6f-22ba86ee2904',b'The Berzerker',160708,b'',0,0,b'The Berzerker',681639,0.0,b'SOYWZTU12AB0180E26',b'Deform (live)',7565003
b'',1246,0.8457688664485438,0.7888059351620142,b'ARF2EHS1187B994F4E',36.16778,"b'Nashville, Tennessee'",-86.77836,b'6ffb8ea9-2370-44d8-b678-e9237bbd347b',b'Kings Of Leon',1858,b'',0,0,b'Holy Roller Novocaine',449471,0.6859402266976852,b'SOLGHDZ12AB0183B11',b'Wicker Chair',4989932
b'',230806,0.40745564385201366,0.30004649036641506,b'ARZKRD01187FB45FD2',,b'',,b'ad386f9f-6d5b-4bbe-8bbd-7d5f249b21a7',b'Edith Lefel',-1,b'',0,0,b'Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel)',321356,0.0,b'SOTNTNJ12AAA15FBD6',"b""An ti chans'""",3619557
b'',248684,0.46017132366610164,0.18931487775261457,b'ARK4H5K1187B992F74',,b'',,b'f31212c5-b4a0-436a-b9b3-407fc7392dbe',b'Taras',-1,b'',0,0,b'I Will Love Again',530141,,b'SOXZXXV12AAF3B3A67',"b""I Will Love Again (JJ's Club Radio)""",5857433
b'',33328,0.7788167165625715,0.5542914890128156,b'AR06EB01187FB40150',,"b'Berkeley, CA'",,b'dcaa4f81-bfb7-44eb-8594-4e74f004b6e4',b'NOFX',11040,b'',0,0,b'White Trash ......',104765,0.6712360269845353,b'SOPIKEG12A58291636',b'Stickin In My Eye',1082135
b'',516781,0.43588984708830425,0.26803783963074496,b'ARKPDBH1242077DEB1',,b'',,b'',b'Murskahumppa',-1,b'',0,0,b'Murskapunkkia',695158,,b'SOIRNBO12AC468D207',b'Ota kiinni',7717117
b'',291580,0.7111657865776896,0.46682699252718746,b'ARBJSO81187B9BA09B',,b'',,b'3f8a5e5b-c24b-4068-9f1c-afad8829e06b',b'Soda Stereo',2146,b'',0,0,b'Canci\xc3\xb3n Animal',509770,0.6261657596688281,b'SOSBDSF12AB0189007',b'Entre Can\xc3\xadbales',5646037
b'',170661,0.44316239759770826,0.3004544598123077,b'ARRC2JF1187B9B6A93',-24.9162,b'AUSTRALIA',133.39311,b'3ac9f018-b28a-40c8-826d-07dd44d3404f',b'Bruce Rowland',-1,b'',0,0,b'The Man from Snowy River',223779,0.0,b'SOIJXXM12A8C1416D6',b'Rosemary Recalls',2445709
b'',345476,0.4004335134580979,0.26627528554651025,b'ARNIFX51187FB418EA',,b'',,b'91a75913-4dbf-4496-bed1-7d4206c3ed22',b'Xcultures',-1,b'',0,0,b'One World One People',466577,0.1992382620006783,b'SOHMMMC12AB0181C42',b'Sudanese Dance',5190145
b'',30101,0.47736475248353516,0.33750728916593725,b'ARCCRTI11F4C845308',,b'',,b'',b'White Heart',86428,b'',0,0,b'Tales Of Wonder',148547,0.26586104921065007,b'SOVJXVJ12A8C13517D',b'Where The Thunder Roars (Tales Of Wonder Album Version)',1548122
b'',257069,0.6178701163443497,0.36366811024462387,b'ARNVH8S1187FB52F86',18.11526,"b'Jamaica, West Indies'",-77.27348,b'41c0869f-dfe6-46cc-aa35-cbe9f29638cf',b'Heavy D / McGruff',-1,b'',0,0,b'Waterbed Hev',423012,0.23773394162247466,b'SOFZCTA12AB0188D8F',b'Wanna Be A Player',4717505
b'',4741,0.7446412459327763,0.5799889824287546,b'ARNLO5S1187B9B80CC',,"b'Pasadena, CA'",,b'b665b768-0d83-4363-950c-31ed39317c15',b'Van Halen',54598,b'',0,0,b'The Best Of Both Worlds',7133,0.8244821296824321,b'SOLRYQR12A670215BF',b'Panama (Remastered Album Version)',72173
b'',15260,0.845601886640232,1.0059419659547393,b'ARTDQRC1187FB4EFD4',,"b'Los Angeles, CA'",,b'd5be5333-4171-427e-8e12-732087c6b78e',b'Black Eyed Peas',21628,b'',0,0,b'Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness',358442,0.6244254932707666,b'SOCHRXB12A8AE48069',"b""Let's Get It Started""",3999070
b'',7338,0.9057768886660886,0.5984585009824434,b'ARK9TRQ1187B99C095',41.50471,"b'Cleveland, OH'",-81.69074,b'b7ffd2af-418f-4be2-bdd1-22f8b48613da',b'Nine Inch Nails',-1,b'',0,0,b'Things Falling Apart',15567,0.6355366486226686,b'SOKBBXO12A6701DEA0',b'Metal',163543
b'',451,0.6940216479070769,0.47940767557514763,b'ARODBRG1187FB3FD99',,b'',,b'172e1f1a-504d-4488-b053-6344ba63e6d0',b'Nick Cave & The Bad Seeds',10506,b'',0,0,b'Your Funeral... My Trial (2009 Digital Remaster)',413222,,b'SOWHYUG12A58A77FAB',b'She Fell Away (2009 Digital Remaster)',4603984
b'',65397,0.4083890223759677,0.13924739387110993,b'ARMBYRO1187FB57419',,b'',,b'd93dabff-3bd6-4f9a-891e-213d4266abf5',b'Nadine Renee',113161,b'',0,0,b'Oasis of Love',80578,0.19878534876524423,b'SOYSTDI12A6D4F6500',b'Next Time',852705
b'',14043,0.6069253585317187,0.3891007762801808,b'ARWY7I71187FB36C3D',40.71455,"b'New York, NY'",-74.00712,b'7f565c58-cf5d-441b-821f-c314ddf60c99',b'Lesley Gore',-1,b'',0,0,"b""60's Triple set""",26902,,b'SOOOROX12A6D4F8400',"b""It's My Party""",292256
b'',201255,0.5624637835796072,0.3224851056611973,b'AR6Y22S1187B99906F',,b'',,b'331cddd9-fb6d-4fa8-957b-d130b282e4c4',b'Smartbomb',181528,b'',0,0,b'Yeah.  Well_ Anyway....',633532,0.0,b'SONSPZE12AB01819CE',b'Complicate It',7031468
b'',324572,0.48100458301758264,0.3356518391847009,b'ARI5P4N1187FB3F44D',,b'Minnesota',,b'48e797f1-0473-4445-9696-c9bc197a3404',b'Suburbs',-1,b'',0,0,b'Un Titre de Toune',435830,0.24906579485370342,b'SOHWGFU12AB017B036',b'Monde De Fou',4855196
b'',8614,0.7429631523413633,0.45339118607533013,b'ARYPWUK1187B98ACED',64.55653,b'Norway',12.66538,b'69161e5a-51dc-473b-8a16-9007dbdbeb93',b'Emperor',160843,b'',0,0,b'Live Inferno',495734,,b'SOQQVQJ12AB0185192',b'Opus a Satana (Part 2)',5488523
b'',13038,0.585479539749522,0.36438492446826576,b'ARW63KF1187B98AC48',46.71067,b'FR',1.71819,b'8b74c6be-1f8d-4893-8526-1be4a3686f7a',b'Julien Clerc',61961,b'',0,0,b'Vendredi 13 - 1981',664484,,b'SODRHHD12AB0189F2A',b'This Melody (Live)',7368035
b'',15205,0.671596269848304,0.4810242392118726,b'AR8H87D1187FB3A841',34.03142,"b'Delight, AR'",-93.50243,b'57976431-1a5c-4968-a422-b92c5e9b0d4f',b'Glen Campbell',3137,b'',0,0,b'Unconditional Love',112851,,b'SOQGFVO12A8C13C8C3',"b""I'm Gone This Time""",1164868
b'',86039,0.44932361520766173,0.34328188178708335,b'ARLWR721187B9A03C9',35.82213,"b'Humboldt, TN'",-88.91599,b'cdfbdee9-1dc0-4766-a3aa-4eef5ba4800e',b'T.G. Sheppard',111782,b'',0,0,b'The Very Best Of',200689,0.3827232807891977,b'SORABMD12A8C136672',b'You Feel Good All Over',2185175
b'',11535,0.5164437797727629,0.38666909170602387,b'ARF4V431187FB3AA41',27.94653,"b'Tampa, FL'",-82.45927,b'5c1262e2-cb86-4dc9-8acf-781ff4523192',b'Slim Whitman',59829,b'',0,0,b'Country Lovers. Vol. 3',682725,,b'SOTUBVH12AB018D2EC',b'Indian Love Call',7576962
